ID;Area;Priorità;Dispositivo;Contesto;Rotta;Componente;Azione;Esito atteso;Esito;Difetto osservato;Riferimento;Verifica automatica
QA-257;Leggibilità;alta;Desktop Chrome (Windows);contenuto fabbricato;/;Scene;Mettere in una serata un titolo di novanta caratteri e ricaricare;Il titolo si compone su più righe senza uscire dalla scena;No;Con un titolo di 88 caratteri, a 1280x800 il titolo prende cinque righe (278 px) e la nota e i bottoni escono di 88 px sotto il bordo della scena;piano PR 19;La causa è la stessa di QA-150: sopra i 900 px di larghezza .scene-text non ha overflow: hidden e nessuna soglia toglie la descrizione, quindi quello che non ci sta esce invece di essere ritagliato. Le due righe si risolvono insieme.
QA-258;Leggibilità;alta;iPhone recente (Safari 18+);contenuto fabbricato;/;Scene;Guardare lo stesso titolo di novanta caratteri sul telefono;Non copre la foto né esce dalla scena;;;piano PR 19;Misurato in emulazione a 375x812, quindi da confermare su un iPhone vero: con lo stesso titolo il testo della scena viene ritagliato di 111 px, e il titolo occupa quattro righe a 22 px. Sul telefono non esce — viene tagliato, che è la scelta della PR 18 — ma quello che sparisce sono la nota e i bottoni.
QA-259;Leggibilità;alta;Desktop Chrome (Windows);contenuto fabbricato;/;Label;Dare a un ciclo un nome lungo e ricaricare;L’etichetta del ciclo non spinge fuori il resto dell’intestazione;OK, ma;Con un nome di ciclo di 57 caratteri l’etichetta occupa da sola tutta la larghezza della colonna e l’intestazione passa a due righe (da 38 a 70 px). Non spinge fuori niente da sola, ma si somma al titolo lungo di QA-257;piano PR 19;
QA-260;Leggibilità;media;Desktop Chrome (Windows);contenuto fabbricato;/;GuestRow;Dare a un relatore un ruolo lungo;Il ruolo va a capo e non schiaccia il nome;OK;Ruolo di 98 caratteri: va a capo su due righe, la riga dell’ospite cresce da 48 a 61 px, il nome resta leggibile e non viene schiacciato;piano PR 19;
QA-261;Leggibilità;alta;Desktop Chrome (Windows);contenuto fabbricato;/;Scene;Togliere la fotografia a una serata;Il testo prende tutto lo spazio, senza un quarto di schermo vuoto;No;Sul telefono è giusto — la riga della griglia va a 0 px e il testo prende tutto — ma a 1280x800 la colonna della fotografia resta riservata: 420 px di colonna vuota accanto al testo;Scene.astro;Il commento in Scene.astro spiega la riga della griglia sul telefono, e lì funziona: la fascia della foto va a zero. La colonna del desktop non ha la stessa cura, e la serata senza fotografia è il caso normale dell’archivio storico, non un’eccezione.
QA-262;Leggibilità;media;Desktop Chrome (Windows);contenuto fabbricato;/;Scene;Togliere i relatori a una serata;La scena resta composta, senza un vuoto al posto della fila;OK;Serata senza relatori: nessun vuoto al posto della fila, niente esce dalla scena, né a 1280x800 né a 375x812;Scene.astro;
QA-263;Leggibilità;media;Desktop Chrome (Windows);contenuto fabbricato;/;Timeline;Guardare la rotaia con la serata più vecchia a schermo;La finestra di tacche si ferma al bordo dell’elenco senza sbilanciarsi;OK;Sulla serata più vecchia la striscia di tacche resta centrata (sbilanciamento 0 px) e la corrente è la prima. Con cinque serate però il caso limite è debole: andrà rifatto con l’archivio pieno;PR 11;
QA-264;Leggibilità;media;Desktop Chrome (Windows);lettura;/chi-siamo;pages.css;Misurare la lunghezza di riga della prosa;Sotto i 75 caratteri;OK;;piano PR 19;
QA-265;Leggibilità;media;Desktop Chrome (Windows);lettura;/chi-siamo;pages.css;Cercare vedove e orfane nei titoli di sezione;Nessuna parola sola su una riga;OK;;piano PR 19;
QA-266;Leggibilità;media;Desktop Chrome (Windows);lettura;/chi-siamo;Placeholder;Guardare i blocchi segnaposto;Sono riconoscibili come segnaposto e nessuno sembra un contenuto vero;OK;;regola 20;
QA-267;Branding;alta;Desktop Chrome (Windows);1280x800;/;Brand;Guardare il marchio nella navigazione;La firma «in Periferia» si legge a schermo, non solo nel DOM;OK;;regola 7;
QA-268;Branding;alta;Desktop Chrome (Windows);320 px di larghezza;/;Brand;Guardare il marchio alla larghezza minima;La firma non viene tagliata: si riduce l’altezza, non si taglia;OK;;regola 7;
QA-269;Branding;media;Desktop Chrome (Windows);1280x800;/componenti;SignatureBand;Guardare la banda della firma;Porta la firma intera in maiuscolo;OK;;PR 6;
QA-270;Branding;media;Desktop Chrome (Windows);ultrawide (>=2560);/;Brand;Guardare il marchio su schermo largo;Proporzioni corrette, nessuna sgranatura;OK;;regola 7;
QA-271;Branding;alta;Desktop Chrome (Windows);1280x800;/78;CycleAccents;Guardare l’accento oro del ciclo 2 sopra la fotografia;Non si confonde con il fondo né con la foto;OK;;regola 12;
QA-272;Branding;alta;Desktop Chrome (Windows);1280x800;/81;CycleAccents;Guardare l’accento verde del ciclo 3;Non prevale e non si confonde;OK;;regola 12;
QA-273;Branding;alta;Desktop Chrome (Windows);1280x800;/83;CycleAccents;Guardare l’accento turchese del ciclo 6;Non prevale e non si confonde;OK;;regola 12;
QA-274;Branding;media;Desktop Chrome (Windows);1280x800;/componenti;CycleAccents;Guardare i sei accenti uno accanto all’altro;Nessuno prevale sugli altri;OK;;regola 12;
QA-275;Branding;alta;Desktop Chrome (Windows);1280x800;/;fonts.css;Guardare un titolo in Archivo Black;Nessun grassetto sintetico: il peso è quello del carattere;OK;;regola 6;
QA-276;Branding;alta;Desktop Chrome (Windows);3G lenta;/;fonts.css;Aprire il sito su rete lenta e guardare il titolo;Lo scambio da Arial ad Archivo Black si vede: giudicare quanto dura e se è accettabile;OK;Accettabile;piano PR 19;
QA-277;Branding;alta;Desktop Chrome (Windows);1280x800;/;GuestRow;Guardare il ritaglio a fiore davanti a un ritratto vero;La forma valorizza il volto e non lo taglia male: è la questione lasciata aperta dalla PR 6;OK;;regola 13;
QA-278;Branding;media;Desktop Chrome (Windows);1280x800;/componenti;ClipShapes;Guardare le cinque forme di ritaglio applicate a una foto;Nessuna forma pubblica un buco al posto della foto;OK;;regola 13;
QA-279;Branding;alta;Desktop Chrome (Windows);linguetta chiara;/;Base;Guardare la favicon su tema chiaro;Si legge;OK;;PR 2;
QA-280;Branding;alta;Desktop Chrome (Windows);linguetta scura;/;Base;Guardare la favicon su tema scuro;Si legge;OK;;PR 2;
QA-281;Branding;media;Desktop Chrome (Windows);segnalibri;/;Base;Mettere il sito nei segnalibri;L’icona e il titolo sono quelli giusti;Ok, ma;Il titolo non cambia con lo scrolling;PR 2;Confermato: document.title resta «Il programma — La Miniera Culturale in Periferia» anche quando l’indirizzo diventa /78. L’indirizzo segue la serata, il titolo no — e il segnalibro prende il titolo.
QA-282;Branding;alta;iPhone recente (Safari 18+);schermata Home;/;Base;Aggiungere il sito alla schermata Home di iOS;C’è un’icona vera e non una miniatura della pagina (apple-touch-icon);;;piano PR 19;
QA-283;Branding;alta;iPhone recente (Safari 18+);verticale;/;Base;Guardare il colore della barra del browser;Colorata come il sito (theme-color);;;piano PR 19;
QA-284;Branding;alta;Desktop Chrome (Windows);1280x800;/;colors.css;"Decidere la sorte di [data-theme=""paper""]";O è collegato a qualcosa o esce: una palette che non rende è una palette che nessuno ha mai guardato;Non ho capito;;piano PR 19;"[data-theme=""paper""] è dichiarato in colors.css e nessuna pagina lo imposta: è una palette scritta e mai resa. Va deciso se collegarla a qualcosa — la stampa è il candidato naturale — o toglierla."
QA-285;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;Button;Guardare le varianti primaria, secondaria e disabilitata;"Tre rese distinte; la disabilitata si annuncia come tale";OK;;PR 6;
QA-286;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;Button;Premere e tenere premuto un bottone;L’effetto premuto arriva con :active e torna al rilascio;OK;;PR 6;
QA-287;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;Label;Guardare i toni dell’etichetta;Ogni tono si legge sul fondo su cui sta;OK;;PR 6;
QA-288;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;Card;Guardare la scheda in tutte le varianti;Bordi, ombre e spaziature coerenti con il resto del sito;OK;;PR 6;
QA-289;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;Brand;Guardare il marchio alle altezze dichiarate;La firma resta leggibile a ogni altezza;OK;;PR 6;
QA-290;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;SignatureBand;Guardare la banda;La firma non si taglia ai bordi;OK;;PR 6;
QA-291;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;EpisodeBadge;Guardare il badge di puntata;Il numero è centrato e leggibile;OK;;PR 6;
QA-292;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;GuestRow;Guardare la riga di un ospite con e senza ritratto;Senza ritratto la riga non lascia un vuoto;Ok, ma;Hanno dimensioi diverse del testo;PR 6;Misurato: il nome dell’ospite è 20 px nella variante con ritratto e 34 px in quella senza. Sono due valori diversi di --guest-size, la custom property con cui il componente si tara: la rassegna li mostra senza etichettarli, e così sembrano un’incoerenza.
QA-293;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;EventCard;Guardare la scheda di un evento;Data, titolo e sede sono leggibili e nell’ordine giusto;OK;;PR 6;
QA-294;Componenti;media;Desktop Chrome (Windows);1280x800;/componenti;Placeholder;Guardare la cornice di un segnaposto;Si vede che è un segnaposto senza leggere il testo;Non ci sono;;PR 6;"Confermato: la rassegna ha nove sezioni — Button, Label, Card, Brand, SignatureBand, EpisodeBadge, GuestRow, Forme di ritaglio, EventCard — e nessuna è Placeholder; nella pagina non c’è nessun elemento [data-placeholder]. Il componente esiste ma non è in rassegna."
QA-295;Componenti;media;iPhone recente (Safari 18+);verticale;/componenti;Button;Guardare le varianti primaria, secondaria e disabilitata;"Tre rese distinte; la disabilitata si annuncia come tale";;;PR 6;
QA-296;Componenti;media;iPhone recente (Safari 18+);verticale;/componenti;Button;Premere e tenere premuto un bottone;L’effetto premuto arriva con :active e torna al rilascio;;;PR 6;
QA-297;Componenti;media;iPhone recente (Safari 18+);verticale;/componenti;Label;Guardare i toni dell’etichetta;Ogni tono si legge sul fondo su cui sta;;;PR 6;
QA-298;Componenti;media;iPhone recente (Safari 18+);verticale;/componenti;Card;Guardare la scheda in tutte le varianti;Bordi, ombre e spaziature coerenti con il resto del sito;;;PR 6;
QA-299;Componenti;media;iPhone recente (Safari 18+);verticale;/componenti;Brand;Guardare il marchio alle altezze dichiarate;La firma resta leggibile a ogni altezza;;;PR 6;
QA-300;Componenti;media;iPhone recente (Safari 18+);verticale;/componenti;SignatureBand;Guardare la banda;La firma non si taglia ai bordi;;;PR 6;
QA-301;Componenti;alta;iPhone recente (Safari 18+);verticale;/componenti;Button;Toccare un bottone e poi toccare altrove;Lo stato premuto non resta appiccicato: è l’hover appiccicoso di iOS;;;piano PR 19;
QA-302;Componenti;media;iPhone recente (Safari 18+);verticale;/componenti;GuestRow;Toccare una riga di ospite;Nessuno stato di hover che resta acceso;;;piano PR 19;
QA-303;Componenti;media;Desktop Chrome (Windows);320 px di larghezza;/componenti;EventCard;Guardare la scheda a 320 px;Non esce dal bordo;OK;;PR 6;
QA-304;Componenti;media;Desktop Chrome (Windows);finestra alta 500 px;/componenti;Card;Guardare la scheda in finestra bassa;Resta composta;OK;;PR 6;
QA-305;Movimento;alta;Desktop Chrome (Windows);1280x800;/;Timeline;Scorrere lentamente da una serata alla successiva;La finestra di tacche si sposta una volta sola, non lampeggia;OK;;PR 8;
QA-306;Movimento;alta;Desktop Chrome (Windows);1280x800;/;CycleAccents;Scorrere velocemente attraverso cinque serate;L’accento cambia una volta per serata, senza attraversare colori intermedi;OK;;PR 8;
QA-307;Movimento;alta;Desktop Chrome (Windows);1280x800;/;Scene;Scorrere velocemente e guardare le fotografie;Il caricamento pigro non lascia buchi che spostano le posizioni di snap;OK;;Scene.astro;
QA-308;Movimento;media;Desktop Chrome (Windows);1280x800;/;SiteNav;Aprire la tendina e scorrere il programma;La tendina resta aperta o si chiude, ma non copre nulla di illeggibile;OK;;regola 18;
QA-309;Movimento;media;iPhone recente (Safari 18+);verticale;/;Timeline;Scorrere il programma e guardare la barra;La pillola corrente viene portata in vista senza scatti;;;Programme.astro;
QA-310;Movimento;media;Desktop Chrome (Windows);1280x800;/;Programme;Tenere premuta la freccia giù per venti serate;Il programma continua a muoversi: nessun blocco al limite di scritture della cronologia;OK;;Programme.astro;
QA-311;Stampa;alta;Desktop Chrome (Windows);anteprima di stampa;/;Programme;Aprire l’anteprima di stampa del programma;Un foglio leggibile per la serata a schermo, non ottantuno pagine vuote;Out of scope;;piano PR 19;Confermato dal CSS pubblicato: non esiste nessun blocco @media print. Marcarlo fuori ambito è una scelta legittima, ma il piano della PR 19 lo chiede fra gli obiettivi.
QA-312;Stampa;alta;Desktop Chrome (Windows);anteprima di stampa;/81;Scene;Stampare la pagina di una serata;Titolo, data, sede e nota sono sul foglio;Out of scope;;piano PR 19;
QA-313;Stampa;alta;Desktop Chrome (Windows);anteprima di stampa;/chi-siamo;pages.css;Stampare la pagina istituzionale;Prosa leggibile, niente tagliato;Out of scope;;piano PR 19;
QA-314;Stampa;alta;Desktop Chrome (Windows);anteprima di stampa;/contatti;pages.css;Stampare la pagina dei contatti;Numero e indirizzo sono sul foglio;Out of scope;;piano PR 19;
QA-315;Stampa;media;Desktop Firefox (Windows);anteprima di stampa;/81;Scene;Stampare la stessa serata da Firefox;Stesso risultato di Chrome;;;piano PR 19;
QA-316;Stampa;media;Desktop Chrome (Windows);anteprima di stampa;/;Timeline;Guardare la rotaia nell’anteprima;Non viene stampata, oppure viene stampata come elenco utile;Out of scope;;piano PR 19;
QA-317;CMS;alta;Desktop Chrome (Windows);1280x800;/admin;Sveltia CMS;Entrare nel CMS;L’accesso funziona e si vedono le quattro collection;OK;;PR 14;
QA-318;CMS;alta;Desktop Chrome (Windows);1280x800;/admin;Sveltia CMS;Creare una serata nuova e salvarla;Il file arriva in src/content/eventi con il nome giusto: 84.md, non 084.md;OK;Il CMS ha scritto 84.md. La build è poi fallita, ma per la data che contraddice il numero, non per il nome del file;regola 21;
QA-319;CMS;alta;Desktop Chrome (Windows);1280x800;/admin;Sveltia CMS;Compilare il campo data e salvare;La data salvata porta lo scostamento del fuso di Roma;OK;;regola 21;
QA-320;CMS;alta;Desktop Chrome (Windows);1280x800;/admin;Sveltia CMS;Caricare una fotografia oltre il tetto dichiarato;Il CMS la rifiuta prima del commit;;;regola 21;
QA-321;CMS;alta;Desktop Chrome (Windows);1280x800;/admin;Sveltia CMS;Guardare la build partire dopo il salvataggio;"La build parte e finisce verde; cronometrare quanto ci mette";;;PR 17;
QA-322;CMS;media;Desktop Chrome (Windows);1280x800;/admin;Sveltia CMS;Rileggere le etichette dei campi;Tutte in italiano, con gli accenti per intero;;;CLAUDE.md, lingua;
QA-323;CMS;alta;iPhone recente (Safari 18+);verticale;/admin;Sveltia CMS;Creare una serata dal telefono;Si riesce a compilare e salvare: è così che verrà usato;OK;;piano PR 19;Provata da un Google Pixel: la serata 85 è stata compilata e salvata, il file è arrivato come 85.md con tutti i campi e i due relatori. La build però si è fermata, per la stessa ragione della 84 — vedi il difetto 1 del verbale.
QA-324;CMS;media;iPhone recente (Safari 18+);verticale;/admin;Sveltia CMS;Caricare una foto dal telefono;La foto arriva e resta sotto il tetto;OK;;regola 21;La foto è arrivata come src/assets/photos/1784367401311.webp, 97 kB in webp: la trasformazione dichiarata nel config.yml (webp, qualità 85, 1600 px sul lato lungo) ha fatto il suo lavoro prima del commit, che è la barriera che docs/contenuti.md chiede.
QA-325;CMS;media;Desktop Chrome (Windows);1280x800;/;Programme;Aprire il sito dopo la build della serata nuova;La serata nuova è al posto giusto nell’ordine;N.A.;Non verificabile: la build della serata 84 non è mai arrivata in produzione;regola 10;
QA-326;CMS;media;Desktop Chrome (Windows);1280x800;/admin;Sveltia CMS;Modificare il colore di un ciclo e salvare;Dopo la build l’accento di quel ciclo è cambiato su tutte le sue serate;;;regola 12;
QA-327;Prestazioni;alta;Android di 4 anni (Chrome);3G lenta;/;Programme;Aprire il sito su rete lenta e cronometrare;La prima serata è leggibile in un tempo accettabile: scrivere il numero;;;piano PR 19;
QA-328;Prestazioni;media;Android di 4 anni (Chrome);3G lenta;/;Scene;Guardare l’arrivo della prima fotografia;Arriva dopo il testo e non sposta niente quando arriva;;;Scene.astro;
QA-329;Prestazioni;media;Desktop Chrome (Windows);3G lenta;/;Base;Guardare quando compaiono i caratteri;Il testo è leggibile subito in Arial, poi passa ad Archivo Black;;;PR 2;
QA-330;Prestazioni;media;iPhone recente (Safari 18+);verticale;/;Programme;Cercare nella pagina una serata lontana;La ricerca del browser la trova: content-visibility non la nasconde;;;piano PR 19;
QA-331;Prestazioni;media;Desktop Chrome (Windows);1280x800;/;Programme;Cercare con Ctrl+F il titolo della serata 78 partendo da /;Il browser la trova e ci porta;;;piano PR 19;
QA-332;Prestazioni;media;Desktop Chrome (Windows);1280x800;/;Programme;Guardare il peso della pagina negli strumenti di rete;Annotare il peso: è la base su cui si giudicherà l’archivio pieno;OK;;piano PR 19;
QA-333;Eredità PR 18;alta;Desktop Chrome (Windows);1280x800;/;Timeline;Cliccare una tacca e poi premere il tasto indietro una volta;Il primo indietro fa qualcosa di visibile: oggi cambia solo l’indirizzo e la pagina non si muove;No;Il primo indietro cambia solo l’indirizzo, da /78#serata-78 a /78, e la pagina resta ferma sulla 78;regola 16;
QA-334;Eredità PR 18;alta;iPhone recente (Safari 18+);verticale;/;Timeline;Toccare una tacca e poi il gesto indietro;Stesso esito del desktop;;;regola 16;
QA-335;Eredità PR 18;media;Desktop Chrome (Windows);1280x800;/;Timeline;Cliccare una tacca con il tasto centrale del mouse;Si apre in una nuova scheda: il click di comando resta al browser;;;regola 14;
QA-336;Eredità PR 18;media;Desktop Chrome (Windows);1280x800;/;Timeline;Cliccare una tacca tenendo premuto Ctrl;Si apre in una nuova scheda e la pagina non si muove;OK;;regola 14;
QA-337;Eredità PR 18;alta;iPhone recente (Safari 18+);orizzontale;/81;Scene;Guardare la scena con altezza utile sotto i 400 px;Registrare che cosa si accavalla: è il caso che la PR 18 non ha tarato;;;piano PR 19;
QA-338;Eredità PR 18;alta;Desktop Chrome (Windows);misura del contrasto;/chi-siamo;pages.css;Elencare ogni uso rimasto di text-muted e misurarlo;Ogni uso è sopra 4,5:1 oppure giustificato per iscritto: icona, o controllo inattivo;No;Tre usi di text-muted sotto 4,5:1 su /chi-siamo: etichetta di sezione 3,50:1 a 13 px, etichetta di statistica 3,50:1 a 13 px, didascalia di figura 3,50:1 a 15 px. La cifra della statistica invece misura 12,14:1 e passa;piano PR 19;
